@id,@type,@lat,@lon,name,operator,industrial,man_made,amenity,power,landuse,product,addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,addr:country
5326951722,node,37.3645777,-121.9408850,,,,works,,,,,,,,,,
5326951728,node,37.3662063,-121.9423065,Polishing Corporation of America,,,works,,,,electronics,,,,,,
5864617835,node,33.9223088,-117.9251017,Caran Precision,,,works,,,,metal_stamping,4275,North Palm Street,Fullerton,CA,92835,
6321821234,node,33.1483096,-117.2234054,,,,works,,,,,,,,,,
6335583925,node,33.9129830,-117.2688474,Storm Machining,,,works,,,,,,,,,,
6355862039,node,34.0059046,-117.4863340,El Gallo RIco,,,works,,,,food,9239,Orco Parkway,Jurupa Valley,CA,92509,
6685534979,node,32.8255526,-117.0049151,Olswick Thorium Mine site,,,works,,,brownfield,,,,,,,
6685591355,node,32.7967271,-116.9140262,Coyote Nickel Works (historic),,,works,,,,,,,,,,
6685607718,node,32.8185375,-116.9873390,Historic human works,,,works,,,,,,,,,,
6685607719,node,32.8335333,-116.9007179,Woolsey-Fernbrook Molybdenite Works,,,works,,,,,,,,,,
6685629135,node,32.5759183,-116.8925316,Border View Mine,,,works,,,,,,,,,,
6685635880,node,32.7681021,-116.9547718,Pearson's Mine (abandoned),,,works,,,,Gold,,,,,,
6685635881,node,32.7737802,-116.9433450,Phillip's Mine Chase Ranch (abandoned),,,works,,,,,,,,,,
6758149922,node,37.3354853,-120.6047035,MBCI,,,works,,,,metal_wall_panels;metal_roof_panels;metal_building_components,550,Industry Way,Atwater,CA,95301,
6970137407,node,38.3995549,-122.8128129,,,,water_works,,pole,,,,,,,,
7045195920,node,37.0373351,-122.2037796,,,,works,,,,,,,,,,
7147685933,node,37.1436373,-121.6566160,Toray Advanced Composites,,,works,,,,,18255,Sutter Boulevard,Morgan Hill,,95037,
7147685935,node,37.1438682,-121.6540520,Krayden,,distributor,works,,,,,18330,Sutter Boulevard,Morgan Hill,,95037,
7147685936,node,37.1446379,-121.6535747,Wolfspeed,,,works,,,,,18275,Serene Drive,Morgan Hill,,95037,
7147685937,node,37.1457026,-121.6530973,Creative Manufacturing Solutions,,,works,,,,sheetmetal fabricator,18400,Sutter Boulevard,Morgan Hill,,95037,
7147685938,node,37.1460447,-121.6531187,Pinnacle Manufacturing,,,works,,,,sheetmetal fabrication,18420,Sutter Boulevard,Morgan Hill,,95037,
7147685939,node,37.1476011,-121.6539717,"T&H Manufacturing, Inc.",,,works,,,,,18430,Sutter Boulevard,Morgan Hill,,95037,
7147685940,node,37.1483451,-121.6545886,KAL Machining,,,works,,,,,18450,Sutter Boulevard,Morgan Hill,,95037,
7157535410,node,34.0877526,-117.5792540,Metal Coaters of California,,,works,,,,,9123,Center Avenue,Rancho Cucamonga,CA,91730,
7215727836,node,37.3597579,-121.8914539,World Marine Systems,,,works,,,,aquariums,580,Madera Avenue,San Jose,,95112,
7286577709,node,39.7131801,-121.7867514,Klean Kanteen,,,works,,,,,,,,,,
7403562910,node,34.0656152,-117.1938050,J&B Importers Inc,,,works,,,,,845,West Brockton Avenue,Redlands,CA,92374,
7415818415,node,37.6389997,-122.1307649,Healy Mattos Inc.,,,works,,,,,,,,,,
7541843684,node,37.1490485,-121.6508570,Sheathing Technologies,,,works,,,,medical,675,Jarvis Drive,Morgan Hill,CA,95037,US
7564364925,node,37.1421589,-121.6562090,GSA,,,works,,,,,18220,Sutter Boulevard,Morgan Hill,,95037,
7641129611,node,37.9513918,-122.5848949,Bon Tempe Treatment Plant,Marin Municipal Water District,,water_works,,,,,,,,,,
7650943806,node,38.7341115,-121.9517939,Dunnigan Hulling And Shelling,,,works,,,,,,,,,,
7734067189,node,34.1518847,-119.1168056,"Avopacific Oils, Llc",Chrissy Pike-Felix,,works,,,,,3803,Dufau Road,Oxnard,CA,93033,
7851478132,node,39.0532241,-120.9748386,Wiemar Water,Wiemar Water,,water_works,,,,,,,,,,
8043385622,node,37.0717870,-119.5579354,Kerckhoff 2 Power Station,Pacific Gas and Electric Company,,,,plant,,,,,,,,
8207887888,node,37.3807704,-121.9086321,SV Probe Inc.,,,works,,,,electronics,535,East Brokaw Road,San Jose,CA,95112,
8238748387,node,37.3996813,-121.8881939,Topcon Medical Laser Systems,,,works,,,,laser,2526,Qume Drive,San Jose,CA,95131,
8241303637,node,37.4038117,-121.9134777,Stellartech Research Corporation,,,works,,,,,,,,,,
8241319236,node,37.4018216,-121.9140606,Micross STS,,,works,,,,,1804,McCarthy Boulevard,Milpitas,CA,95035,
8258330713,node,37.3816409,-121.9073203,Energy Medical Systems,,,works,,,,,675,East Brokaw Road,San Jose,CA,95112,
8295246938,node,37.3961079,-121.9135100,"Maccor, Inc",,,works,,,,electronics,780,Montague Expressway,San Jose,CA,95131,
8303241437,node,37.3668262,-121.8615546,Halcyon Manufacturing,,,works,,,,,633,Giguere Court,San Jose,CA,95133,
8309889736,node,37.3815631,-121.9075260,"Group Manufacturing Services, Inc.",,,works,,,,,673,East Brokaw Road,San Jose,CA,95112,
8309897834,node,37.3821970,-121.9078070,Group Manufacturing Services,,,works,,,,,1928,Hartog Drive,San Jose,CA,95112,
8309917077,node,37.3825880,-121.9069230,AR2 Machining,,,works,,,,,749,East Brokaw Road,San Jose,CA,95112,
8484202282,node,37.7074869,-121.7183159,"Millwork Solutions, Inc.",,,works,,,,,6233,Industrial Way,,CA,94551,
8484219704,node,37.3770230,-121.9965741,"Nanostructures, Inc",,,works,,,,,3070,Lawrence Expressway,Santa Clara,CA,95051,
8493114418,node,37.4249761,-121.8893639,Vista Meat Processing,,factory,works,,,,meat,625,Vista Way,Milpitas,CA,95035,
8511432135,node,37.3769461,-121.9965047,"LGA Thin Films, Inc.",,,works,,,,,3064,Lawrence Expressway,Santa Clara,CA,95051,
8524591993,node,37.2538911,-121.7823850,"Orbotech, Inc.",,,works,,,,,5970,Optical Court,San Jose,CA,95124,
8524602735,node,37.3888936,-121.9133759,"Wess-Del, Incorporated",,,works,,,,,581,Dado Street,San Jose,CA,95131,
8524605849,node,37.4440543,-121.9091408,Nichols Manufacturing Incorporated,,,works,,,,,913,Hanson Court,Milpitas,CA,95035,
8524612137,node,37.1111052,-121.6349790,"KL Engineering, Inc.",,,works,,,,,15500,Concord Circle,Morgan Hill,CA,95037,
8524616802,node,36.9884482,-121.5515510,Applied Coatings Inc.,,,works,,,,,490,Mayock Road,Gilroy,CA,95020,
8524618656,node,37.2608656,-121.9594342,Boston Scientific,,,works,,,,,160,Knowles Drive,Los Gatos,CA,95032,
8524623388,node,37.3640157,-121.9520290,"Aligned Carbon, Inc",,,works,,,,,990,Richard Avenue,Santa Clara,CA,95050,
8524634936,node,36.9865843,-121.5547720,"AMCS Inc, dba Aquamatic Cover Systems",,,works,,,,,200,Mayock Road,Gilroy,CA,95020,
8524636991,node,37.2570059,-121.7835897,"ABM-USA, Incorporated",,,works,,,,,305,Piercy Road,San Jose,CA,95138,
8524660144,node,37.3836023,-121.9521560,"Natron Energy, Inc",,,works,,,,,3526,Bassett Street,Santa Clara,CA,95054,
8524663301,node,37.2332659,-121.7781680,"Cardea Catheter Innovations, LLC",,,works,,,,,90,Great Oaks Boulevard,San Jose,CA,95119,
8663632017,node,37.3786280,-121.9824120,RIO Lasers,Optasense,,works,,,,laser,3350,Scott Boulevard,Santa Clara,CA,95054,
8663632018,node,37.3795509,-121.9831260,ReCarbon,,,works,,,,machinery,3350,Scott Boulevard,Santa Clara,CA,95054,
8678613014,node,37.4300543,-121.8918994,Juno Dental Laboratory,,,works,,,,dental_equipment,250,South Hillview Drive,Milpitas,CA,95035,
8692080614,node,37.3068642,-121.8736753,Peaker Manufacturing,,,works,,,,,1713,Little Orchard Street,San Jose,CA,95125,
8780582502,node,36.5005172,-121.4370835,Braga Fresh Foods/Josie’s Organics,,,works,,,,,,,,,,
8780651930,node,36.5025665,-121.4467070,Mann Packing,,,works,,,,packing,,,,,,
9089875439,node,36.9650790,-122.0991325,,,,works,,,,,,,,,,
9279123713,node,34.4717806,-119.8682690,Corona Del Mar Water Treatment Plant,Goleta Water District,,water_works,,,,,1510,Glen Annie Rd,Goleta,CA,93117,
9309907096,node,37.3671226,-121.9030188,Reyes Coca-Cola Bottling,,,works,,,,,1555,Old Bayshore Highway,San Jose,CA,95112,
9310179354,node,34.5415074,-117.8938469,Coast Aggregates,,,works,,,,concrete,13114,East Avenue T,Palmdale,CA,93543,
9349742809,node,33.9636863,-117.4790786,,,,water_works,,,,,,,,,,
9349742810,node,33.9639633,-117.4791001,,,,water_works,,,,,,,,,,
9349742811,node,33.9642369,-117.4790840,,,,water_works,,,,,,,,,,
9349742812,node,33.9633960,-117.4790733,,,,water_works,,,,,,,,,,
9525315871,node,34.0265657,-118.3655793,Liton,Eema,,works,,,,lighting,,,,,,
9569956007,node,38.5386907,-121.4858320,Sutterville Bicycle Company,,,works,,,,,,,,,,
9596966699,node,37.6243132,-122.1122858,Melrose Nameplate& Label Co,,,works,,,,,26574,Corporate Avenue,Hayward,CA,94545,
9613537795,node,37.3123725,-121.8541249,Airtronics,,,works,,,,,1991,Senter Road,San Jose,,95112,
9701862199,node,33.8937922,-118.0532522,Askew Industrial Corporation,,,works,,,,metal;machinery;face_masks;steel_products;plastic;oil;clothes,13071,Arctic Circle,Santa Fe Springs,CA,90670,
9885327011,node,34.0594326,-117.7797321,Consolidated Laundry Machinery,,,works,,,,machinery,211,Erie Street,Pomona,CA,91768,
9905323356,node,40.5157077,-122.3784294,North Valley Candle Molds,,,works,,,,,6928,Danyeur Road,,,,
9956325722,node,33.8706189,-118.0975070,Foam Molders & Specialties,,,works,,,,,11110,business cir,Cerritos,CA,90703,
10048881652,node,34.3831438,-118.5304631,Beverly Hills Teddy Bear Company,,,works,,,,childrens_toys;teddy_bears,24635,Railroad Avenue,Newhall,CA,91321,
10101742402,node,37.2136707,-122.1750344,,,,works,,,,,,,,,,
10253854804,node,33.8422141,-118.3397646,Motor Car Parts of America,,,works,,,,car_parts,,,,,,
10771818246,node,37.3845327,-121.9188563,MOS Plastics Inc.,,,works,,,,injection_molding;plastic_injection_molding;medical_plastic_injection_molding,2308,Zanker Road,San Jose,CA,95131,
10777128940,node,37.5894023,-122.3638390,David Copello Guild,,,works,,,,furniture;lighting,1239,Rollins Road,,,,
11009455926,node,39.5064638,-121.5584648,Pacific Coast Producers,,,works,,,,,,,,,,
11088297115,node,37.7075073,-122.1760127,Torani,,,works,,,,,2000,Marina Boulevard,,,,
11105721285,node,38.7013070,-121.3840888,Old World Stone,,,works,,,,,7407,Watt Avenue,North Highlands,CA,95660,
11120045367,node,39.5047519,-122.1941772,Rumiano Cheese Company,,,works,,,,,,,,,,
11140115893,node,38.1883556,-122.2780702,American Canyon Water Treatment Facility,,,water_works,,,,,151,Mezzetta Court,American Canyon,CA,94503,
11178063845,node,36.5376351,-119.5772442,Sun-Maid,,,works,,,,fruit,13525,South Bethel Avenue,Kingsburg,CA,93631,
11178063847,node,36.5465769,-119.5838407,Kingsburg California Float Glass Plant,Guardian Industries Corp.,,works,,,,glass,11535,East Mountain View Avenue,Kingsburg,CA,93631,
11236061425,node,38.3906440,-121.9678988,"Allied Builders Pro, Inc.",,,works,,,,,,,,,,
11380353411,node,33.1202511,-117.2716710,Protoshop,,,works,,,,plastic_injection_molding_service,2270,Camino Vida Roble,Carlsbad,CA,92011,
11409373211,node,37.7746506,-121.9682106,Thoratec Corporation,,,works,,,,,,,,,,
11699273239,node,38.2582945,-122.2798390,CMC Rebar,,,works,,,,,1060,Kaiser Road,Napa,CA,94558,
11892744755,node,37.4953010,-121.9293679,3D Access Industries,,,works,,,,machinery;plastic;metal,46000,Hotchkiss Street,Fremont,CA,94539,
11968247775,node,33.8696012,-118.2106874,West Wood Products Company,,,works,,,,,,,,,,
11976843423,node,40.8668897,-124.0924401,Wing Inflatables,The WING Group,,works,,,,,1220,5th Street,Arcata,CA,95521,
12063926505,node,38.3844409,-121.9597052,ICON Aircraft,,,works,,,,,,,,,,
12076467907,node,34.0802557,-117.2475462,Parts Authority,,,works,,,,,,,,,,
12082837576,node,34.1522154,-118.2760082,Sunland Chemical & Research,,,works,,,,,5447,W San Fernando Rd,Los Angeles,CA,90039,
12129325710,node,37.4853729,-121.9452259,Solid Systems,,,works,,,,,46440,Fremont Boulevard,Fremont,CA,94538,
12129325711,node,37.4853415,-121.9452787,Oryx Advanced Material,,,works,,,,,46458,Fremont Boulevard,Fremont,CA,94538,
12143762221,node,36.8804598,-121.3996840,RF COAX,,,works,,,,electronics,1725,San Felipe Road,Hollister,CA,95023,
12169223923,node,33.7272463,-117.9995709,Blast Structures,,,works,,,,vehicle_armor;blast_resistant;bullet_resistant,16182,Gothard Street,Huntington Beach,CA,92647,
12389561232,node,34.1084765,-117.9351899,A & M Engineering,,,works,,,,,15854,Salvatiera Street,,,,
12423610273,node,33.6326848,-117.2925894,Aerofoam Industries,,,works,,,,,31855,Corydon Road,Lake Elsinore,CA,92530,
12621598102,node,33.5151638,-117.1789965,Access Structures,,,works,,,,,,,,,,
12644671145,node,34.0500302,-118.5020132,,,,water_works,,,,,,,,,,
12673715541,node,38.6787610,-120.9818067,Millennium Aerospace & Defense,,,works,,,,,,,,,,
12788468224,node,37.7658760,-121.4331132,Koru Pacific Packaging,,,works,,,,,503,West Larch Road,Tracy,CA,95304,
12789841762,node,37.8644403,-122.2997621,Davlin Coatings,,,works,,,,,700,Allston Way,Berkeley,CA,94710,
12793762397,node,37.8546352,-122.2942716,Henkel,,,works,,,,,800,Grayson Street,Berkeley,CA,94710,
12813240389,node,37.8500244,-122.2899747,GEO. M. MARTIN COMPANY,,,works,,,,machinery,910,Folger Avenue,Berkeley,CA,94710,
12816008421,node,37.8533311,-122.2946527,ARRIS Composites,,,works,,,,composites,745,Heinz Avenue,Berkeley,CA,94710,
12829285733,node,34.1299093,-118.0004772,STAAR Surgical Company,STAAR Surgical Company,,works,,,,medical_equipment;implantable_eye_lenses,1911,Walker Avenue,Monrovia,CA,91016,
12829292144,node,34.1401269,-117.9654676,Accu-Sembly Inc.,Accu-Sembly Inc.,,works,,,,electronics,1835,Huntington Drive,Duarte,CA,91010-2634,
12829330027,node,34.1312692,-118.0006164,Amada Weld Tech Inc.,Miyachi America,,works,,,,welding,1820,South Myrtle Avenue,Monrovia,CA,91016,
12834791118,node,37.3702496,-121.9095439,CNN Precision Manufacturing,,,works,,,,,1780,Old Bayshore Highway,San Jose,CA,95112,
12834791126,node,37.3698082,-121.9086066,Dominguez Manufacturing,,,works,,,,,1780,Old Bayshore Highway,San Jose,CA,95112,
12834867503,node,37.3702828,-121.9076888,T&T Machining,,,works,,,,,478,Reynolds Circle,San Jose,,95112,
12834867702,node,37.3705539,-121.9092660,"Commodity Resource & Environmental, Inc.",,,works,,,,,493,Reynolds Circle,San Jose,,95112,
12840985151,node,36.6474226,-121.6287401,California Clear Stamp,,,works,,,,,1354,Dayton Street,Salinas,CA,93901,
12851691236,node,37.3894883,-121.9267434,Cellsonics Inc.,,,works,,,,,76,Bonaventura Drive,San Jose,CA,95134,
12854363333,node,37.3702520,-121.9510424,Yamato Scientific America Inc.,,,works,,,,,925,Walsh Avenue,Santa Clara,CA,95050,
12978774887,node,37.6989789,-121.7393115,Del Ceilo Brewing,,,works,,,,beer,,,,,,
12999216828,node,33.9670984,-118.2422519,Pin-It Entomological Supply,,,works,,,,scientific,7911,Beach Street,Los Angeles,CA,90001,
13030568472,node,37.4048639,-121.9938604,TK CNC Machining,,,works,,,,,1171,Tasman Drive,Sunnyvale,CA,94089,
13030591247,node,37.3768984,-121.9965053,"LGA Thin Films, Inc.",,,works,,,,,3060,Lawrence Expressway,Santa Clara,CA,95051,
13030591252,node,37.3771892,-121.9966016,Sheetmetal Solutions,,,works,,,,,3084,Lawrence Expressway,Santa Clara,CA,95051,
13137845090,node,33.6371367,-117.8529692,Phillips Connect,,,works,,,,,5231,California Avenue,Irvine,CA,92617,
24039220,way,37.2109561,-121.8074748,IBM Almaden Research Center,,,,,,industrial,,,,,,,
24054743,way,37.6877433,-121.7076609,Lawrence Livermore National Laboratory,,,,research_institute,,industrial,,,,,,,
24057536,way,37.0690739,-121.0774229,Gianelli Powerhouse,California Dept. of Water Resources,,,,plant,,,,,,,,
24269360,way,38.0260964,-121.8637156,US Steel UPI,United States Steel Corporation,metal_processing,works,,,industrial,steel,,,,,,
24400930,way,35.2118732,-120.8501459,Diablo Canyon Power Plant,Pacific Gas and Electric Company,,,,plant,industrial,,,,,CA,,
24528519,way,37.6876245,-122.4055383,Crocker Industrial Park,,,,,,industrial,,,,,,,
24540509,way,37.7084796,-122.3984286,Recology,,waste_handling,,,,industrial,,,,,,,
24652785,way,37.7234364,-122.3672507,Parcel G,,shipyard,,,,industrial,,,,,,,
24653753,way,37.7266748,-122.3614764,Parcel C,,shipyard,,,,industrial,,,,,,,
24669087,way,37.7391182,-122.3930218,Southeast Water Pollution Control Plant,,,,,,industrial,,,,,,,
24669442,way,37.7305171,-122.3656821,Parcel B-1,,shipyard,,,,industrial,,,,,,,
25774697,way,37.3361247,-121.8783717,San Jose Cogeneration,San Jose State University Facilities Development & Opertaions,,,,plant,industrial,,129,South 10th Street,San Jose,CA,95192,
26278098,way,37.7508831,-122.4836347,Sunset Reservoir North Basin,San Francisco Public Utilities Commission,,reservoir_covered,,plant,,,,,,,,
26587762,way,33.1379727,-117.3353087,Encina Power Station,NRG Energy,,,,,industrial,,,,,CA,,
26663609,way,33.9091631,-118.4115193,Chevron Oil Refinery,,oil,,,,industrial,,,,,,,
26663611,way,33.9084596,-118.4237261,El Segundo Energy Center,"El Segundo Energy Center, LLC",,,,plant,industrial,,,,,,,
26663638,way,33.9183851,-118.4256953,Scattergood Generating Station,Los Angeles Department of Water and Power,,,,plant,industrial,,,,,,,
27186594,way,33.7664669,-118.1010124,Alamitos Generating Station,AES,,,,plant,industrial,,,,,CA,,
27186609,way,33.7668546,-118.0947518,Haynes Generating Station,Los Angeles Department of Water and Power,,,,plant,industrial,,,,,,,
27234325,way,37.7967533,-122.2841694,Port Of Oakland Chester P. Howard Terminal,,,,,,industrial,,,,,,,
27234509,way,37.7972712,-122.2928318,United Intermodal Service West Oakland Yard,,,,,,industrial,,,,,,,
27234534,way,37.7955203,-122.2993677,Port Of Oakland APL Terminal,,port,,,,industrial,,,,,,,
27234567,way,37.7979202,-122.3104973,Port Of Oakland Stevedoring Services Of America Terminal,,port,,,,industrial,,,,,,,
27234584,way,37.8010587,-122.3202175,Port Of Oakland Hanjin Terminal,,port,,,,industrial,,,,,,,
27234604,way,37.8063959,-122.3378024,Port Of Oakland Ben E. Nutter Terminal,,port,,,,industrial,,,,,,,
27234629,way,37.8085159,-122.3320459,Port Of Oakland Berths 32-34,,port,,,,industrial,,,,,,,
27234638,way,37.8087181,-122.3243012,Port Of Oakland Trapac Terminal,,port,,,,industrial,,,,,,,
27234676,way,37.8107202,-122.3185663,Port Of Oakland Transbay Container Terminal,,port,,,,industrial,,,,,,,
27234770,way,37.8125413,-122.3159545,Port Of Oakland Maersk Sealand Terminal,,port,,,,industrial,,,,,,,
27234791,way,37.8145827,-122.3136577,Port Of Oakland Berth 23,,port,,,,industrial,,,,,,,
27234812,way,37.8176170,-122.3110663,Port Of Oakland Maersk Sealand Terminal,,port,,,,industrial,,,,,,,
27234896,way,37.8212020,-122.3127180,Port Of Oakland United Intermodal Service,,,,,,industrial,,,,,,,
27591130,way,37.1517684,-121.6622621,Sun Basket Inc,,,works,,,,,18675,Madrone Parkway,Morgan Hill,CA,95037,
27766903,way,36.9976011,-121.5623591,International Paper Gilroy Sheet Feeder,International Paper,,works,,,,cardboard,6791,Alexander Street,Gilroy,CA,95020,US
27767311,way,36.9945841,-121.5549359,International Paper Gilroy Container Plant,International Paper,,works,,,,cardboard,6400,Jamieson Way,Gilroy,CA,95020,US
27768592,way,33.8988039,-118.1471237,Paramount Refinery,,refinery,,,,industrial,,,,,,,
28134905,way,37.8703163,-122.2634537,Central Heating Plant,Berkeley Cogeneration Facility,,,,plant,industrial,,,,,,,
28225206,way,37.0164758,-121.5712457,Gilroy Unified School District Transportation,Gilroy Unified School District,depot,,,,industrial,,8067,Swanston Lane,Gilroy,CA,95020,
28517690,way,38.7068019,-121.1584974,Folsom Powerplant,United States Bureau of Reclamation,,,,plant,industrial,,,,,,,
28570819,way,37.4938501,-122.1389684,Menlo Park FPD Structure Collapse Rescue Training Site,,,,,,industrial,,,,,,,
28571480,way,37.4962925,-122.1757281,West Bay Sanitary District sewage treatment plant,,,,,,industrial,,,,,,,
28617622,way,37.4181514,-122.0115307,Sunnyvale Materials Recovery and Transfer Station,,,,recycling,,industrial,,301,Carl Road,Sunnyvale,,,US
28665170,way,37.8093172,-120.2993779,Moccasin Powerhouse,City & County of San Francisco,,,,plant,,,,,,,,
28738031,way,33.9635866,-118.4379477,Playa Del Rey Natural Gas Storage Facility,Southern California Gas Company,natural_gas,,,,industrial,,,,,,,
28875098,way,37.5048289,-121.9858281,PG&E Materials Yard,,,,,,industrial,,,,,,,
30060177,way,37.2202675,-121.7461277,Metcalf Energy Center,Calpine,,,,plant,industrial,,,,,,,
30409208,way,37.5978413,-122.3786706,See’s Candies,,,works,,,,,1760,Rollins Road,,,,
30409258,way,37.5974233,-122.3803059,Proterra,,,works,,,,,1815,Rollins Road,,,,
30427249,way,37.5923635,-122.3715676,Merrill’s Packaging,,,works,,,,,1529,Rollins Road,,,,
30704290,way,37.3782741,-122.0236972,Northrop Grumman Marine Systems,Northrop Grumman,,works,,,industrial,,,,,,,
